INSERT INTO [dbo].[MA_TAG_CD]
           ([TAG_NM]
           ,[MSG_TYPE]
           ,[EQUIP_NM]
           ,[TAG_DESC]
           ,[PI_TAG_NM]
           ,[DATA_POSITION]
           ,[DATE_POSITION]
           ,[TIME_POSITION]
           ,[OPCITEM_NM]
           ,[UPDATE_REG_DATE]
           ,[UPDATE_REG_ID]
           ,[REG_DATE]
           ,[REG_ID]
           ,[LAST_UPDATED_VALUE]
           ,[LAST_UPDATED_DATETIME]
           ,[LAST_MEASURED_DATETIME])
     VALUES

P3S-MEAN-1100_PO2_ERROR_STATUS,1,P3S-MEAN-1100,,P3S-MEAN-1100_PO2_ERROR_STATUS.PV,,,,PO2_ERROR_STATUS,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_PCO2_RESULT,1,P3S-MEAN-1100,,P3S-MEAN-1100_PCO2_RESULT.PV,,,,PCO2_RESULT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_PCO2_UNITS,1,P3S-MEAN-1100,,P3S-MEAN-1100_PCO2_UNITS.PV,,,,PCO2_UNITS,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_PCO2_LOWER_LIMIT,1,P3S-MEAN-1100,,P3S-MEAN-1100_PCO2_LOWER_LIMIT.PV,,,,PCO2_LOWER_LIMIT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_PCO2_UPPER_LIMIT,1,P3S-MEAN-1100,,P3S-MEAN-1100_PCO2_UPPER_LIMIT.PV,,,,PCO2_UPPER_LIMIT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_PCO2_ERROR_STATUS,1,P3S-MEAN-1100,,P3S-MEAN-1100_PCO2_ERROR_STATUS.PV,,,,PCO2_ERROR_STATUS,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_GLN_RESULT,1,P3S-MEAN-1100,,P3S-MEAN-1100_GLN_RESULT.PV,,,,GLN_RESULT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_GLN_UNITS,1,P3S-MEAN-1100,,P3S-MEAN-1100_GLN_UNITS.PV,,,,GLN_UNITS,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_GLN_LOWER_LIMIT,1,P3S-MEAN-1100,,P3S-MEAN-1100_GLN_LOWER_LIMIT.PV,,,,GLN_LOWER_LIMIT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_GLN_UPPER_LIMIT,1,P3S-MEAN-1100,,P3S-MEAN-1100_GLN_UPPER_LIMIT.PV,,,,GLN_UPPER_LIMIT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_GLN_ERROR_STATUS,1,P3S-MEAN-1100,,P3S-MEAN-1100_GLN_ERROR_STATUS.PV,,,,GLN_ERROR_STATUS,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_GLU_RESULT,1,P3S-MEAN-1100,,P3S-MEAN-1100_GLU_RESULT.PV,,,,GLU_RESULT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_GLU_UNITS,1,P3S-MEAN-1100,,P3S-MEAN-1100_GLU_UNITS.PV,,,,GLU_UNITS,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_GLU_LOWER_LIMIT,1,P3S-MEAN-1100,,P3S-MEAN-1100_GLU_LOWER_LIMIT.PV,,,,GLU_LOWER_LIMIT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_GLUUPPER_LIMIT,1,P3S-MEAN-1100,,P3S-MEAN-1100_GLUUPPER_LIMIT.PV,,,,GLUUPPER_LIMIT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_GLU_ERROR_STATUS,1,P3S-MEAN-1100,,P3S-MEAN-1100_GLU_ERROR_STATUS.PV,,,,GLU_ERROR_STATUS,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_GLUC_RESULT,1,P3S-MEAN-1100,,P3S-MEAN-1100_GLUC_RESULT.PV,,,,GLUC_RESULT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_GLUC_UNITS,1,P3S-MEAN-1100,,P3S-MEAN-1100_GLUC_UNITS.PV,,,,GLUC_UNITS,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_GLUC_LOWER_LIMIT,1,P3S-MEAN-1100,,P3S-MEAN-1100_GLUC_LOWER_LIMIT.PV,,,,GLUC_LOWER_LIMIT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_GLUC_UPPER_LIMIT,1,P3S-MEAN-1100,,P3S-MEAN-1100_GLUC_UPPER_LIMIT.PV,,,,GLUC_UPPER_LIMIT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_GLUC_ERROR_STATUS,1,P3S-MEAN-1100,,P3S-MEAN-1100_GLUC_ERROR_STATUS.PV,,,,GLUC_ERROR_STATUS,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_LAC_RESULT,1,P3S-MEAN-1100,,P3S-MEAN-1100_LAC_RESULT.PV,,,,LAC_RESULT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_LAC_UNITS,1,P3S-MEAN-1100,,P3S-MEAN-1100_LAC_UNITS.PV,,,,LAC_UNITS,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_LAC_LOWER_LIMIT,1,P3S-MEAN-1100,,P3S-MEAN-1100_LAC_LOWER_LIMIT.PV,,,,LAC_LOWER_LIMIT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_LAC_UPPER_LIMIT,1,P3S-MEAN-1100,,P3S-MEAN-1100_LAC_UPPER_LIMIT.PV,,,,LAC_UPPER_LIMIT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_LAC_ERROR_STATUS,1,P3S-MEAN-1100,,P3S-MEAN-1100_LAC_ERROR_STATUS.PV,,,,LAC_ERROR_STATUS,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_NH4+_RESULT,1,P3S-MEAN-1100,,P3S-MEAN-1100_NH4+_RESULT.PV,,,,NH4+_RESULT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_NH4+_UNITS,1,P3S-MEAN-1100,,P3S-MEAN-1100_NH4+_UNITS.PV,,,,NH4+_UNITS,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_NH4+_LOWER_LIMIT,1,P3S-MEAN-1100,,P3S-MEAN-1100_NH4+_LOWER_LIMIT.PV,,,,NH4+_LOWER_LIMIT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_NH4+_UPPER_LIMIT,1,P3S-MEAN-1100,,P3S-MEAN-1100_NH4+_UPPER_LIMIT.PV,,,,NH4+_UPPER_LIMIT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_NH4+_ERROR_STATUS,1,P3S-MEAN-1100,,P3S-MEAN-1100_NH4+_ERROR_STATUS.PV,,,,NH4+_ERROR_STATUS,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_NA+_RESULT,1,P3S-MEAN-1100,,P3S-MEAN-1100_NA+_RESULT.PV,,,,NA+_RESULT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_NA+_UNITS,1,P3S-MEAN-1100,,P3S-MEAN-1100_NA+_UNITS.PV,,,,NA+_UNITS,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_NA+_LOWER_LIMIT,1,P3S-MEAN-1100,,P3S-MEAN-1100_NA+_LOWER_LIMIT.PV,,,,NA+_LOWER_LIMIT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_NA+_UPPER_LIMIT,1,P3S-MEAN-1100,,P3S-MEAN-1100_NA+_UPPER_LIMIT.PV,,,,NA+_UPPER_LIMIT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_NA+_ERROR_STATUS,1,P3S-MEAN-1100,,P3S-MEAN-1100_NA+_ERROR_STATUS.PV,,,,NA+_ERROR_STATUS,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_K+_RESULT,1,P3S-MEAN-1100,,P3S-MEAN-1100_K+_RESULT.PV,,,,K+_RESULT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_K+_UNITS,1,P3S-MEAN-1100,,P3S-MEAN-1100_K+_UNITS.PV,,,,K+_UNITS,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_K+_LOWER_LIMIT,1,P3S-MEAN-1100,,P3S-MEAN-1100_K+_LOWER_LIMIT.PV,,,,K+_LOWER_LIMIT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_K+_UPPER_LIMIT,1,P3S-MEAN-1100,,P3S-MEAN-1100_K+_UPPER_LIMIT.PV,,,,K+_UPPER_LIMIT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_CA++_RESULT,1,P3S-MEAN-1100,,P3S-MEAN-1100_CA++_RESULT.PV,,,,CA++_RESULT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_CA++_UNITS,1,P3S-MEAN-1100,,P3S-MEAN-1100_CA++_UNITS.PV,,,,CA++_UNITS,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_CA++_LOWER_LIMIT,1,P3S-MEAN-1100,,P3S-MEAN-1100_CA++_LOWER_LIMIT.PV,,,,CA++_LOWER_LIMIT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_CA++_UPPER_LIMIT,1,P3S-MEAN-1100,,P3S-MEAN-1100_CA++_UPPER_LIMIT.PV,,,,CA++_UPPER_LIMIT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_OSM_RESULT,1,P3S-MEAN-1100,,P3S-MEAN-1100_OSM_RESULT.PV,,,,OSM_RESULT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_OSM_UNITS,1,P3S-MEAN-1100,,P3S-MEAN-1100_OSM_UNITS.PV,,,,OSM_UNITS,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_OSM_LOWER_LIMIT,1,P3S-MEAN-1100,,P3S-MEAN-1100_OSM_LOWER_LIMIT.PV,,,,OSM_LOWER_LIMIT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_OSM_UPPER_LIMIT,1,P3S-MEAN-1100,,P3S-MEAN-1100_OSM_UPPER_LIMIT.PV,,,,OSM_UPPER_LIMIT,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_PH@TEMP,1,P3S-MEAN-1100,,P3S-MEAN-1100_PH@TEMP.PV,,,,PH@TEMP,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_PH@TEMP_UNITS,1,P3S-MEAN-1100,,P3S-MEAN-1100_PH@TEMP_UNITS.PV,,,,PH@TEMP_UNITS,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_PO2@TEMP,1,P3S-MEAN-1100,,P3S-MEAN-1100_PO2@TEMP.PV,,,,PO2@TEMP,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_PO2@TEMP_UNITS,1,P3S-MEAN-1100,,P3S-MEAN-1100_PO2@TEMP_UNITS.PV,,,,PO2@TEMP_UNITS,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_PCO2@TEMP,1,P3S-MEAN-1100,,P3S-MEAN-1100_PCO2@TEMP.PV,,,,PCO2@TEMP,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_PCO2@TEMP_UNITS,1,P3S-MEAN-1100,,P3S-MEAN-1100_PCO2@TEMP_UNITS.PV,,,,PCO2@TEMP_UNITS,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_O2_SATURATION,1,P3S-MEAN-1100,,P3S-MEAN-1100_O2_SATURATION.PV,,,,O2_SATURATION,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_CO2_SATURATION,1,P3S-MEAN-1100,,P3S-MEAN-1100_CO2_SATURATION.PV,,,,CO2_SATURATION,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
P3S-MEAN-1100_HCO3,1,P3S-MEAN-1100,,P3S-MEAN-1100_HCO3.PV,,,,HCO3,35:46.3,Initial,00:00.0,Initial,,10:23.0,NULL
